n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,home_totalGoals,away_totalGoals,home_totalGoalsC,away_totalGoalsC,home_totalPossession,away_totalPossession,home_totalxG,away_totalxG,home_totalxGC,away_totalxGC,home_StGConversion,away_StGConversion,home_shotQuality,away_shotQuality,home_efficiency,away_efficiency,home_qualityP,away_qualityP,home_defQuality,away_defQuality,home_score,away_score,home_shotsConceded,away_shotsConceded,home_goalDifferential,away_goalDifferential
121,game_2023_121,MAN,SPR,0,0,1.44,1.03,18,11,2,7,0,0,0,0,0.44,0.7916666666666666,0.5,0.4761904761904761,0.9090909090909092,0.5653846153846152,0.0,0.5291295407813572,0.3155339805825241,0.5244680851063835,0.6047745358090189,0.6691146718152569,0.3991443416363544,0.4578262549100567,0.3168916557040654,0.346712455473993,0.2687766636280765,0.6503923891303884,0.7451622812934938,0.5209668109668111,0.7551775601578313,0.3333333333333333,0.4347826086956521,0.35,0.4123711340206185,0.8260869565217391,0.3142857142857143
122,game_2023_122,FAR,BAK,2,2,2.63,1.37,25,0,4,4,0,0,0,0,0.54,0.8333333333333334,0.4090909090909091,0.3809523809523809,0.5909090909090909,0.7692307692307687,0.2357142857142858,0.934201507882111,0.4019417475728155,0.3031914893617022,0.4774535809018569,0.7886919505021088,0.4218038304488219,0.9831427531539106,0.4761412942560885,0.5063566410170625,0.4090840632555191,0.5342350339478429,0.4707624946752772,0.4125918273645546,0.3804438937279056,0.7916666666666666,0.3478260869565217,0.3625,0.7216494845360825,0.9565217391304348,0.4571428571428571
123,game_2023_123,OAK,DOV,1,1,0.98,1.48,16,19,7,3,0,0,0,0,0.6,0.7083333333333334,0.6818181818181818,0.8571428571428571,1.0,0.3846153846153848,0.1428571428571428,0.4030157642220701,0.7145631067961163,0.3574468085106384,0.1306366047745355,0.6608314748647115,0.3568305796077605,0.2678892988370838,0.3456712343493739,0.2570884911341587,0.367598151698991,0.6223213848317459,1.0,0.8075300881151947,1.0,0.4583333333333333,0.6521739130434783,0.5125,0.134020618556701,0.391304347826087,0.3714285714285714
124,game_2023_124,AUG,WIC,3,1,2.61,1.03,17,13,4,10,0,0,0,0,0.54,0.875,0.3636363636363636,0.3809523809523809,0.8181818181818182,0.9499999999999996,0.9214285714285712,0.7635366689513363,0.4796116504854369,0.3106382978723402,1.0,0.7604788199977762,0.2800068231378135,0.6107894412706172,0.4765302501074022,0.3563064570090331,0.6707880997762495,0.3350815003831799,0.2113998186070791,0.4932966023875114,0.5837139870216714,0.9583333333333334,0.3478260869565217,0.225,0.6288659793814433,1.0,0.2857142857142857
125,game_2023_125,LEX,MOB,2,0,2.61,0.78,21,12,3,7,0,0,0,0,0.6,0.5416666666666666,0.3181818181818182,0.1904761904761904,0.4090909090909091,0.3,0.6035714285714285,0.4105551747772445,0.3504854368932037,0.4117021276595747,0.7075596816976129,0.4305166521281088,0.322720855932833,0.2429567061622497,0.4848724485695825,0.4289239114849686,0.5936189608021879,0.9064871200429716,0.2787305615030144,0.1078901257472686,0.1860266268954633,0.5416666666666666,0.6521739130434783,0.6125,0.9587628865979382,0.8260869565217391,0.5142857142857142
126,game_2023_126,LRO,MAN,2,1,1.16,0.82,16,14,1,5,0,0,1,0,0.61,0.4166666666666667,0.0909090909090909,0.238095238095238,0.5454545454545454,0.9153846153846152,0.446428571428571,0.8115147361206305,0.3349514563106794,0.3170212765957447,0.1916445623342176,0.4092627674795967,0.073501791073676,0.7225953721696214,0.3254403496647175,0.7599197055871529,1.0,0.3136857149972907,0.2865270194886933,0.2612703741965106,0.377454627650056,0.4166666666666667,0.1739130434782608,0.3625,0.6288659793814433,0.6521739130434783,0.2857142857142857
127,game_2023_127,BAK,LEX,0,2,1.01,1.08,24,15,3,6,0,0,0,0,0.53,0.375,0.4090909090909091,0.3333333333333333,0.4545454545454545,0.288461538461538,0.1964285714285718,0.3961617546264563,0.6563106796116506,0.4425531914893619,0.8587533156498681,0.2852500244024275,0.3007890154838457,0.2517454943778537,0.6141883764276719,0.6082022973123674,0.7971780745907815,0.99240975610878,0.6748027563837454,0.1697125281248504,0.2065929141111932,0.4583333333333333,0.5217391304347826,0.8,1.0,0.5217391304347826,0.5428571428571428
128,game_2023_128,LAR,CHM,3,3,3.65,0.93,29,7,9,3,0,0,0,0,0.64,0.3333333333333333,0.5,0.2857142857142857,0.3181818181818182,0.5615384615384621,0.6214285714285722,0.4640164496230294,0.3854368932038834,0.1457446808510641,0.4257294429708227,0.2857245629601209,0.4316955761987974,0.2312480175197641,0.2782711634699089,0.592207659970617,0.1805651777575205,0.6021214956599196,0.3681240116416964,0.2992424242424242,0.1889501948177556,0.5833333333333334,0.5217391304347826,0.3875,0.6907216494845361,0.5217391304347826,0.6857142857142857
129,game_2023_129,WIC,ANC,0,4,0.71,1.49,10,14,5,6,0,0,0,0,0.59,0.2083333333333333,1.0,0.7142857142857143,0.5454545454545454,0.8499999999999999,0.5142857142857142,0.1891706648389308,0.5553398058252428,1.0,0.3421750663129975,0.2267631471667345,0.7308605696126841,0.0,0.4358843636451533,0.4943961191033791,0.0,0.2558668632848094,0.4667064891024117,0.5510559021588433,0.5913180187035744,0.1666666666666666,0.8695652173913043,0.7125,0.1134020618556701,0.0,0.8571428571428571
130,game_2023_130,SJU,TUC,5,4,3.29,1.15,17,12,6,5,0,0,0,0,0.46,0.4166666666666667,0.2727272727272727,0.6666666666666666,1.0,0.3384615384615383,0.4642857142857147,0.4708704592186429,0.115533980582524,0.7287234042553191,0.5809018567639262,0.5112712888771792,0.2592480130964011,0.6282727181981038,0.1264191544675131,0.5776848444295752,0.2632634457611665,0.404135184573795,0.4484623099562387,0.5819464070759408,0.7707117719772603,0.125,0.0869565217391304,0.575,0.5257731958762887,0.2608695652173913,0.1142857142857142
131,game_2023_131,DES,PRO,2,0,1.8,0.98,17,11,12,4,0,0,0,0,0.53,0.5416666666666666,0.7727272727272727,0.7619047619047619,0.2727272727272727,0.7730769230769224,0.4142857142857143,0.0,0.4961165048543687,0.3691489361702124,0.4880636604774537,0.7327082484033156,0.6989737631910157,0.3604110941739291,0.4127220426994411,0.256894326817378,0.0098332696209602,0.076180718340397,0.3836217228276083,1.0,0.1579249050835758,0.2083333333333333,0.9130434782608696,0.1375,0.6804123711340206,0.3043478260869565,0.8857142857142857
132,game_2023_132,JAC,TOL,3,1,0.53,0.63,6,9,4,2,0,0,1,0,0.59,0.7083333333333334,0.3636363636363636,0.4285714285714285,0.5454545454545454,0.8730769230769224,0.3642857142857138,0.7333790267306374,0.4883495145631067,0.4861702127659573,0.4496021220159151,0.6050465162974364,0.3136097129707353,0.6053040019757672,0.4658125929956624,0.4738729508196721,0.5884478329327921,0.3252325181008607,0.5191653388801054,0.5553014905149052,0.4061238822345277,0.625,0.5217391304347826,0.2125,0.5463917525773195,0.782608695652174,0.4571428571428571
133,game_2023_133,FAR,DOV,2,2,2.04,1.83,21,11,10,5,0,0,0,0,0.66,0.8333333333333334,0.6818181818181818,0.3809523809523809,1.0,0.7692307692307687,0.1428571428571428,0.934201507882111,0.7145631067961163,0.3031914893617022,0.1306366047745355,0.7886919505021088,0.3568305796077605,0.9831427531539106,0.3456712343493739,0.5063566410170625,0.367598151698991,0.5342350339478429,1.0,0.4125918273645546,1.0,0.7916666666666666,0.6521739130434783,0.3625,0.134020618556701,0.9565217391304348,0.3714285714285714
134,game_2023_134,SPR,ALB,7,2,0.92,1.28,11,14,7,3,0,0,1,0,0.5,1.0,0.7272727272727273,0.6666666666666666,0.9545454545454546,0.2269230769230768,0.3357142857142852,0.0479780671692939,1.0,0.2797872340425534,0.3952254641909818,1.0,0.4345047923322683,0.0454273883305491,0.7741720551220365,0.0,0.7091340018231543,0.5734659667299208,0.7765990830552104,0.446533087888228,0.7056658135702881,0.75,0.4347826086956521,0.8375,0.5876288659793815,0.8695652173913043,0.4285714285714285
135,game_2023_135,SAS,REN,4,1,1.05,1.21,18,13,5,9,0,0,0,0,0.57,0.3333333333333333,0.6363636363636364,0.0476190476190476,0.3636363636363636,0.5038461538461536,0.6250000000000001,0.319396847155586,0.7349514563106796,0.0,0.4549071618037136,0.3032039944950022,0.4677386704688476,0.1779443166598392,0.6463448388285412,0.5293321890409765,0.5164214090376352,0.6228413375164797,0.3873039436900059,0.0693646232439336,0.2489331707688791,0.625,0.6086956521739131,0.3375,0.5979381443298969,0.7391304347826086,0.7428571428571429
136,game_2023_136,AUG,TAC,2,1,2.51,1.46,19,12,6,4,0,0,0,0,0.53,0.875,0.3181818181818182,0.3809523809523809,0.8181818181818182,0.9499999999999996,0.4250000000000001,0.7635366689513363,0.0990291262135922,0.3106382978723402,0.8037135278514592,0.7604788199977762,0.322720855932833,0.6107894412706172,0.0541151500961517,0.3563064570090331,0.0748014064331294,0.3350815003831799,0.3535579513604755,0.4932966023875114,0.571109248393406,0.9583333333333334,0.0869565217391304,0.225,0.6597938144329897,1.0,0.2571428571428571
137,game_2023_137,FOR,SFS,1,3,1.11,1.16,9,12,6,1,0,0,0,0,0.55,0.625,0.7727272727272727,0.7619047619047619,0.5909090909090909,1.0,1.0,0.8087731322823848,0.6621359223300973,0.5085106382978727,0.3249336870026525,0.6238745913043764,0.6777829094908654,1.0,0.4802157662067324,0.6629307460689193,0.0885935248625284,0.2067597406128083,0.0,0.5172091283202394,0.4650944740233709,0.5416666666666666,0.782608695652174,0.8625,0.4845360824742268,0.391304347826087,0.6857142857142857
138,game_2023_138,OAK,BOI,2,3,0.72,1.39,4,18,5,4,0,0,0,0,0.54,0.7083333333333334,0.7727272727272727,0.8571428571428571,0.7727272727272727,0.3846153846153848,0.3035714285714288,0.4030157642220701,0.7388349514563105,0.3574468085106384,0.3992042440318306,0.6608314748647115,0.5697095556200988,0.2678892988370838,0.4941518949511548,0.2570884911341587,0.2215543858617343,0.6223213848317459,0.5327349115313776,0.8075300881151947,0.5746259309574048,0.4583333333333333,0.4782608695652174,0.5125,0.5670103092783505,0.391304347826087,0.5714285714285714
139,game_2023_139,EUG,MOB,0,1,1.13,0.69,16,8,7,4,0,0,0,0,0.45,0.2916666666666667,0.3181818181818182,0.5238095238095238,0.4090909090909091,0.0,0.6035714285714285,0.0308430431802604,0.3504854368932037,0.8148936170212767,0.7075596816976129,0.3108600418017457,0.322720855932833,0.021397422041674,0.4848724485695825,0.4062243377231667,0.5936189608021879,0.9710601809067384,0.2787305615030144,0.4504221906565657,0.1860266268954633,0.4583333333333333,0.6521739130434783,0.5625,0.9587628865979382,0.2608695652173913,0.5142857142857142
140,game_2023_140,BOI,FOR,1,1,1.51,0.36,19,10,5,8,0,0,0,0,0.45,0.25,0.4545454545454545,0.1904761904761904,0.7272727272727273,0.4769230769230772,0.7107142857142852,0.7320082248115147,0.6475728155339809,0.0021276595744682,0.9151193633952258,0.1884441586330046,0.5182818601348953,0.4540656570901257,1.0,0.9382816358393474,0.7894257064721977,0.8444213789435074,0.1338443129783059,0.1617526617526618,0.4304419458334538,0.4166666666666667,0.2608695652173913,0.475,0.865979381443299,0.5217391304347826,0.4
141,game_2023_141,MAN,LEX,1,1,1.28,1.77,16,11,8,5,0,0,0,0,0.61,0.7916666666666666,0.4090909090909091,0.4761904761904761,0.4545454545454545,0.5653846153846152,0.1964285714285718,0.5291295407813572,0.6563106796116506,0.5244680851063835,0.8587533156498681,0.6691146718152569,0.3007890154838457,0.4578262549100567,0.6141883764276719,0.346712455473993,0.7971780745907815,0.6503923891303884,0.6748027563837454,0.5209668109668111,0.2065929141111932,0.3333333333333333,0.5217391304347826,0.35,1.0,0.8260869565217391,0.5428571428571428
142,game_2023_142,AUG,CHM,1,1,1.91,0.29,15,3,8,6,0,0,0,0,0.53,0.875,0.5,0.3809523809523809,0.3181818181818182,0.9499999999999996,0.6214285714285722,0.7635366689513363,0.3854368932038834,0.3106382978723402,0.4257294429708227,0.7604788199977762,0.4316955761987974,0.6107894412706172,0.2782711634699089,0.3563064570090331,0.1805651777575205,0.3350815003831799,0.3681240116416964,0.4932966023875114,0.1889501948177556,0.9583333333333334,0.5217391304347826,0.225,0.6907216494845361,1.0,0.6857142857142857
143,game_2023_143,SFS,SAS,1,1,1.06,1.23,5,11,3,4,0,0,0,0,0.6,0.5416666666666666,0.8181818181818182,0.5238095238095238,0.7272727272727273,0.7846153846153845,0.4892857142857148,0.6997943797121314,0.733980582524272,0.4702127659574467,0.3687002652519894,0.529057390043937,0.5446313902925506,0.6344346302067262,0.3457894690716176,0.5625089614300053,0.109024612579763,0.279621779439188,0.5434866661414581,0.4838019229730459,0.510984474108919,0.5833333333333334,0.5217391304347826,0.5,0.6391752577319587,0.5217391304347826,0.6285714285714286
144,game_2023_144,PRO,SJU,2,0,0.91,0.23,1,6,9,3,1,0,1,0,0.57,0.7916666666666666,0.0,0.4761904761904761,0.9090909090909092,0.3038461538461538,0.3000000000000003,0.3145990404386566,0.0,0.5223404255319151,0.6525198938992045,0.6691146718152569,0.0,0.157888178728326,0.0,0.1967262314761971,0.6673785649173073,0.6344002695276426,0.4955326186025517,0.2959332663124132,0.8707430512799591,0.5,0.0,0.8,0.2061855670103092,0.8260869565217391,0.0
145,game_2023_145,ANC,FAR,1,1,1.18,1.27,9,16,1,6,0,0,1,0,0.39,0.375,0.8636363636363636,0.0,0.3181818181818182,0.3115384615384613,0.5142857142857142,1.0,0.774757281553398,0.1212765957446807,0.1034482758620686,0.2342995687343102,0.6765209231662908,0.6094004211580218,0.6378691372321944,0.9720015055202412,0.2268666611419575,1.0,0.3631101711535162,0.0,0.2837003733902309,1.0,0.9130434782608696,0.3875,0.3711340206185567,0.8260869565217391,0.9142857142857144
146,game_2023_146,DES,JAC,0,2,0.21,0.92,8,3,5,7,0,0,0,0,0.55,0.5416666666666666,0.5454545454545454,0.7619047619047619,0.0,0.7730769230769224,0.7821428571428569,0.0,0.6456310679611651,0.3691489361702124,0.0901856763925729,0.7327082484033156,0.3629358801318958,0.3604110941739291,0.5855351274379784,0.256894326817378,0.6343454175724005,0.076180718340397,0.3546674079656722,1.0,0.0,0.2083333333333333,1.0,0.1375,0.4536082474226804,0.3043478260869565,0.9142857142857144
147,game_2023_147,TUC,OAK,0,2,0.65,0.72,9,5,6,0,0,0,0,0,0.38,0.5833333333333334,0.4090909090909091,1.0,0.0454545454545454,0.4346153846153838,0.217857142857143,0.5311857436600409,0.4407766990291263,0.665957446808511,0.0,0.6417153116895506,0.2961784107003302,0.6455287357745709,0.4015459777408013,0.4631637844510329,0.5437755142483457,0.4144112901170766,0.6240828605913986,0.8778795609152751,0.0742094844037024,0.3333333333333333,0.8260869565217391,0.6125,0.2989690721649484,0.1304347826086956,0.8
148,game_2023_148,MOB,TOL,1,2,2.18,1.17,20,11,9,3,0,0,0,0,0.48,0.125,0.3636363636363636,0.5714285714285714,0.5454545454545454,0.5807692307692309,0.3642857142857138,0.1329677861549007,0.4883495145631067,0.7287234042553191,0.4496021220159151,0.3274228768168296,0.3136097129707353,0.3224681883573143,0.4658125929956624,0.6015575629158768,0.5884478329327921,0.0,0.5191653388801054,0.6556500679307696,0.4061238822345277,0.0833333333333333,0.5217391304347826,0.3,0.5463917525773195,0.0434782608695652,0.4571428571428571
149,game_2023_149,DOV,SPR,4,4,2.74,1.95,20,14,6,5,0,0,0,0,0.6,0.75,0.5,0.3333333333333333,0.9090909090909092,0.2423076923076922,0.0,0.7100753941055512,0.3155339805825241,0.071276595744681,0.6047745358090189,0.5536359419148966,0.3991443416363544,0.4467381830988529,0.3168916557040654,0.4334073420724472,0.2687766636280765,0.9276615323956536,0.7451622812934938,0.5910207517350375,0.7551775601578313,0.5,0.4347826086956521,0.0,0.4123711340206185,0.9130434782608696,0.3142857142857143
150,game_2023_150,EUG,WIC,2,1,1.58,0.45,10,9,7,5,0,0,0,1,0.39,0.2916666666666667,0.3636363636363636,0.5238095238095238,0.8181818181818182,0.0,0.9214285714285712,0.0308430431802604,0.4796116504854369,0.8148936170212767,1.0,0.3108600418017457,0.2800068231378135,0.021397422041674,0.4765302501074022,0.4062243377231667,0.6707880997762495,0.9710601809067384,0.2113998186070791,0.4504221906565657,0.5837139870216714,0.4583333333333333,0.3478260869565217,0.5625,0.6288659793814433,0.2608695652173913,0.2857142857142857
151,game_2023_151,ALB,TAC,1,0,1.66,0.56,17,10,5,2,0,0,0,1,0.41,0.4166666666666667,0.3181818181818182,0.7142857142857143,0.8181818181818182,0.4269230769230769,0.4250000000000001,0.0,0.0990291262135922,0.8382978723404252,0.8037135278514592,0.6017898394580008,0.322720855932833,0.2326153643649114,0.0541151500961517,0.2788892606222817,0.0748014064331294,0.2934179856711538,0.3535579513604755,0.5444752402069475,0.571109248393406,0.1666666666666666,0.0869565217391304,0.725,0.6597938144329897,0.217391304347826,0.2571428571428571
152,game_2023_152,REN,BAK,2,4,2.19,0.84,20,11,8,2,0,0,0,0,0.58,0.3333333333333333,0.4090909090909091,0.3809523809523809,0.5909090909090909,0.78076923076923,0.2357142857142858,0.3351610692254969,0.4019417475728155,0.0127659574468086,0.4774535809018569,0.3153017181018412,0.4218038304488219,0.1119423266802073,0.4761412942560885,0.4664567181113357,0.4090840632555191,0.4313149798588778,0.4707624946752772,0.4057524396507447,0.3804438937279056,0.3333333333333333,0.3478260869565217,0.375,0.7216494845360825,0.4347826086956521,0.4571428571428571
153,game_2023_153,LRO,LAR,1,2,1.03,1.66,7,12,3,5,0,0,1,0,0.57,0.4166666666666667,0.7727272727272727,0.238095238095238,0.7272727272727273,0.9153846153846152,0.5714285714285714,0.8115147361206305,0.4980582524271842,0.3170212765957447,0.0941644562334216,0.4092627674795967,1.0,0.7225953721696214,0.9359910096742716,0.7599197055871529,0.1436410150851295,0.3136857149972907,0.1383761159627161,0.2612703741965106,0.6348491198658845,0.4166666666666667,1.0,0.3625,0.3505154639175257,0.6521739130434783,0.6
154,game_2023_154,FAR,FOR,2,0,2.09,0.14,19,2,3,2,0,0,0,0,0.58,0.8333333333333334,0.4545454545454545,0.3809523809523809,0.7272727272727273,0.7692307692307687,0.7107142857142852,0.934201507882111,0.6475728155339809,0.3031914893617022,0.9151193633952258,0.7886919505021088,0.5182818601348953,0.9831427531539106,1.0,0.5063566410170625,0.7894257064721977,0.5342350339478429,0.1338443129783059,0.4125918273645546,0.4304419458334538,0.7916666666666666,0.2608695652173913,0.3625,0.865979381443299,0.9565217391304348,0.4
155,game_2023_155,SPR,MAN,2,0,0.22,0.34,9,14,5,6,0,0,0,0,0.44,1.0,0.0909090909090909,0.6666666666666666,0.5454545454545454,0.2269230769230768,0.446428571428571,0.0479780671692939,0.3349514563106794,0.2797872340425534,0.1916445623342176,1.0,0.073501791073676,0.0454273883305491,0.3254403496647175,0.0,1.0,0.5734659667299208,0.2865270194886933,0.446533087888228,0.377454627650056,0.75,0.1739130434782608,0.8375,0.6288659793814433,0.8695652173913043,0.2857142857142857
156,game_2023_156,TAC,ANC,4,0,1.34,0.94,13,10,10,7,1,0,1,0,0.4,0.5833333333333334,1.0,0.9523809523809524,0.5454545454545454,0.611538461538461,0.5142857142857142,0.2583961617546266,0.5553398058252428,0.6755319148936165,0.3421750663129975,0.5369203575481601,0.7308605696126841,0.2602025922481473,0.4358843636451533,0.3431836273231736,0.0,0.4616964570088789,0.4667064891024117,0.6099096693810352,0.5913180187035744,0.0,0.8695652173913043,1.0,0.1134020618556701,0.1739130434782608,0.8571428571428571
157,game_2023_157,EUG,SAS,0,3,0.59,1.6,15,15,8,4,0,0,0,0,0.43,0.2916666666666667,0.8181818181818182,0.5238095238095238,0.7272727272727273,0.0,0.4892857142857148,0.0308430431802604,0.733980582524272,0.8148936170212767,0.3687002652519894,0.3108600418017457,0.5446313902925506,0.021397422041674,0.3457894690716176,0.4062243377231667,0.109024612579763,0.9710601809067384,0.5434866661414581,0.4504221906565657,0.510984474108919,0.4583333333333333,0.5217391304347826,0.5625,0.6391752577319587,0.2608695652173913,0.6285714285714286
158,game_2023_158,BAK,SFS,0,0,1.02,1.06,9,14,7,5,0,0,0,0,0.43,0.375,0.7727272727272727,0.3333333333333333,0.5909090909090909,0.288461538461538,1.0,0.3961617546264563,0.6621359223300973,0.4425531914893619,0.3249336870026525,0.2852500244024275,0.6777829094908654,0.2517454943778537,0.4802157662067324,0.6082022973123674,0.0885935248625284,0.99240975610878,0.0,0.1697125281248504,0.4650944740233709,0.4583333333333333,0.782608695652174,0.8,0.4845360824742268,0.5217391304347826,0.6857142857142857
159,game_2023_159,DOV,PRO,1,0,0.88,0.47,12,5,7,3,0,0,1,0,0.53,0.75,0.7727272727272727,0.3333333333333333,0.2727272727272727,0.2423076923076922,0.4142857142857143,0.7100753941055512,0.4961165048543687,0.071276595744681,0.4880636604774537,0.5536359419148966,0.6989737631910157,0.4467381830988529,0.4127220426994411,0.4334073420724472,0.0098332696209602,0.9276615323956536,0.3836217228276083,0.5910207517350375,0.1579249050835758,0.5,0.9130434782608696,0.0,0.6804123711340206,0.9130434782608696,0.8857142857142857
160,game_2023_160,OAK,JAC,2,2,1.76,0.96,19,11,1,7,0,0,0,0,0.44,0.7083333333333334,0.5454545454545454,0.8571428571428571,0.0,0.3846153846153848,0.7821428571428569,0.4030157642220701,0.6456310679611651,0.3574468085106384,0.0901856763925729,0.6608314748647115,0.3629358801318958,0.2678892988370838,0.5855351274379784,0.2570884911341587,0.6343454175724005,0.6223213848317459,0.3546674079656722,0.8075300881151947,0.0,0.4583333333333333,1.0,0.5125,0.4536082474226804,0.391304347826087,0.9142857142857144
161,game_2023_161,SJU,AUG,2,3,1.25,0.75,6,8,6,3,0,0,0,0,0.45,0.4166666666666667,0.5454545454545454,0.6666666666666666,0.3636363636363636,0.3384615384615383,0.7857142857142854,0.4708704592186429,0.6718446601941744,0.7287234042553191,0.3753315649867375,0.5112712888771792,0.3869711613542591,0.6282727181981038,0.2998270204901259,0.5776848444295752,0.2678073066404877,0.404135184573795,0.3322478534370334,0.5819464070759408,0.4740761236663711,0.125,0.8260869565217391,0.575,0.0,0.2608695652173913,0.6857142857142857
162,game_2023_162,WIC,ALB,2,2,1.36,2.24,22,23,0,5,0,0,0,0,0.6,0.2083333333333333,0.7272727272727273,0.7142857142857143,0.9545454545454546,0.8499999999999999,0.3357142857142852,0.1891706648389308,1.0,1.0,0.3952254641909818,0.2267631471667345,0.4345047923322683,0.0,0.7741720551220365,0.4943961191033791,0.7091340018231543,0.2558668632848094,0.7765990830552104,0.5510559021588433,0.7056658135702881,0.1666666666666666,0.4347826086956521,0.7125,0.5876288659793815,0.0,0.4285714285714285
163,game_2023_163,TUC,REN,2,4,1.33,1.62,8,0,7,0,0,0,0,0,0.46,0.5833333333333334,0.6363636363636364,1.0,0.3636363636363636,0.4346153846153838,0.6250000000000001,0.5311857436600409,0.7349514563106796,0.665957446808511,0.4549071618037136,0.6417153116895506,0.4677386704688476,0.6455287357745709,0.6463448388285412,0.4631637844510329,0.5164214090376352,0.4144112901170766,0.3873039436900059,0.8778795609152751,0.2489331707688791,0.3333333333333333,0.6086956521739131,0.6125,0.5979381443298969,0.1304347826086956,0.7428571428571429
164,game_2023_164,OAK,LRO,1,3,1.68,1.35,23,10,7,6,0,0,0,0,0.45,0.7083333333333334,0.9090909090909092,0.8571428571428571,0.2272727272727272,0.3846153846153848,0.9357142857142846,0.4030157642220701,0.8980582524271844,0.3574468085106384,0.3454907161803715,0.6608314748647115,0.756556897131977,0.2678892988370838,0.8099765449262054,0.2570884911341587,0.2829535095715589,0.6223213848317459,0.1910662859883867,0.8075300881151947,0.134253293465614,0.4583333333333333,0.8695652173913043,0.5125,0.6391752577319587,0.391304347826087,1.0
165,game_2023_165,CHM,FAR,2,1,1.59,1.55,16,14,7,0,0,0,0,0,0.64,0.0,0.8636363636363636,0.1428571428571428,0.3181818181818182,0.6846153846153846,0.5142857142857142,0.3029472241261136,0.774757281553398,0.7510638297872337,0.1034482758620686,0.0,0.6765209231662908,0.0409276002805394,0.6378691372321944,1.0,0.2268666611419575,0.5208575199232832,0.3631101711535162,0.1237304741403102,0.2837003733902309,0.2083333333333333,0.9130434782608696,0.45,0.3711340206185567,0.3043478260869565,0.9142857142857144
166,game_2023_166,LEX,LAR,7,0,2.47,0.18,20,10,3,4,0,0,0,0,0.52,0.5416666666666666,0.7727272727272727,0.1904761904761904,0.7272727272727273,0.3,0.5714285714285714,0.4105551747772445,0.4980582524271842,0.4117021276595747,0.0941644562334216,0.4305166521281088,1.0,0.2429567061622497,0.9359910096742716,0.4289239114849686,0.1436410150851295,0.9064871200429716,0.1383761159627161,0.1078901257472686,0.6348491198658845,0.5416666666666666,1.0,0.6125,0.3505154639175257,0.8260869565217391,0.6
167,game_2023_167,SJU,MOB,3,1,2.7,0.76,11,7,0,2,0,0,0,1,0.48,0.4166666666666667,0.3181818181818182,0.6666666666666666,0.4090909090909091,0.3384615384615383,0.6035714285714285,0.4708704592186429,0.3504854368932037,0.7287234042553191,0.7075596816976129,0.5112712888771792,0.322720855932833,0.6282727181981038,0.4848724485695825,0.5776848444295752,0.5936189608021879,0.404135184573795,0.2787305615030144,0.5819464070759408,0.1860266268954633,0.125,0.6521739130434783,0.575,0.9587628865979382,0.2608695652173913,0.5142857142857142
168,game_2023_168,AUG,MAN,2,2,1.26,1.55,11,12,4,6,0,0,0,1,0.6,0.875,0.0909090909090909,0.3809523809523809,0.5454545454545454,0.9499999999999996,0.446428571428571,0.7635366689513363,0.3349514563106794,0.3106382978723402,0.1916445623342176,0.7604788199977762,0.073501791073676,0.6107894412706172,0.3254403496647175,0.3563064570090331,1.0,0.3350815003831799,0.2865270194886933,0.4932966023875114,0.377454627650056,0.9583333333333334,0.1739130434782608,0.225,0.6288659793814433,1.0,0.2857142857142857
169,game_2023_169,SFS,TUC,4,1,2.38,0.8,19,18,12,7,0,0,0,0,0.73,0.5416666666666666,0.2727272727272727,0.5238095238095238,1.0,0.7846153846153845,0.4642857142857147,0.6997943797121314,0.115533980582524,0.4702127659574467,0.5809018567639262,0.529057390043937,0.2592480130964011,0.6344346302067262,0.1264191544675131,0.5625089614300053,0.2632634457611665,0.279621779439188,0.4484623099562387,0.4838019229730459,0.7707117719772603,0.5833333333333334,0.0869565217391304,0.5,0.5257731958762887,0.5217391304347826,0.1142857142857142
170,game_2023_170,SAS,BAK,1,0,1.04,0.22,15,10,5,2,0,0,0,0,0.67,0.3333333333333333,0.4090909090909091,0.0476190476190476,0.5909090909090909,0.5038461538461536,0.2357142857142858,0.319396847155586,0.4019417475728155,0.0,0.4774535809018569,0.3032039944950022,0.4218038304488219,0.1779443166598392,0.4761412942560885,0.5293321890409765,0.4090840632555191,0.6228413375164797,0.4707624946752772,0.0693646232439336,0.3804438937279056,0.625,0.3478260869565217,0.3375,0.7216494845360825,0.7391304347826086,0.4571428571428571
171,game_2023_171,FOR,TOL,1,3,2.07,0.99,16,16,3,5,0,0,0,0,0.71,0.625,0.3636363636363636,0.7619047619047619,0.5454545454545454,1.0,0.3642857142857138,0.8087731322823848,0.4883495145631067,0.5085106382978727,0.4496021220159151,0.6238745913043764,0.3136097129707353,1.0,0.4658125929956624,0.6629307460689193,0.5884478329327921,0.2067597406128083,0.5191653388801054,0.5172091283202394,0.4061238822345277,0.5416666666666666,0.5217391304347826,0.8625,0.5463917525773195,0.391304347826087,0.4571428571428571
