n,game_id,HomeTeam,AwayTeam,HomeScore,AwayScore,Home_xG,Away_xG,Home_shots,Away_shots,Home_corner,Away_corner,Home_PK_Goal,Away_PK_Goal,Home_PK_shots,Away_PK_shots,Home_ToP,TeamA_shotQuality,TeamB_shotQuality,TeamA_efficiency,TeamB_efficiency,TeamA_shotsToGoalsConversion,TeamB_shotsToGoalsConversion,TeamA_qualityOfPossession,TeamB_qualityOfPossession,TeamA_totalGoalsFor,TeamB_totalGoalsFor,TeamA_avgTimePossession,TeamB_avgTimePossession,TeamA_avgxG,TeamB_avgxG,TeamA_avgxGagainst,TeamB_avgxGagainst,TeamA_defEfficiency,TeamB_defEfficiency,TeamA_totalGoalsAgainst,TeamB_totalGoalsAgainst,TeamA_totalShotsAgainst,TeamB_totalShotsAgainst,TeamA_goalDifferential,TeamB_goalDifferential
117,game_2023_117,CHM,SJU,3,1,1.52,0.32,19,6,2,6,0,0,2,0,0.43,0.0,0.249700841341583,0.806760390053371,0.905336841357923,0.0,0.148691448574762,0.384932177530867,0.380988633170811,0.0344827586206896,0.0,0.67755991285403,0.285403050108932,0.2593837535014,0.174229691876751,0.496336996336996,0.643315018315019,0.446709634694757,0.908708681025879,0.0294117647058823,0.735294117647059,0.642857142857143,0.378571428571429,0.520833333333333,0.0
118,game_2023_118,BOI,SFS,1,1,2.02,0.54,16,2,5,2,0,0,0,0,0.37,0.383718314944547,0.497373005375335,0.831697135513398,0.517567523755997,0.320423927403879,0.745935433683392,0.694304221825842,0.0096411649249535,0.448275862068966,0.689655172413793,0.366013071895425,0.965141612200435,0.814005602240896,0.743417366946779,0.155677655677656,0.305860805860806,0.050581028680159,0.289391349271685,0.352941176470588,0.441176470588235,0.571428571428571,0.528571428571429,0.541666666666667,0.625
119,game_2023_119,LAR,PRO,0,1,1.27,0.47,11,11,9,4,0,0,0,0,0.66,0.405192109985864,0.142585531070856,0.518452627777258,0.131423538405976,0.64865755137818,0.883786867224716,0.305302378740333,0.458309759699621,0.517241379310345,0.896551724137931,0.577342047930282,0.335511982570806,0.456022408963586,0.332773109243698,0.0068681318681318,0.440934065934066,0.0,0.218873791712534,0.382352941176471,0.205882352941176,0.371428571428571,0.835714285714286,0.5625,0.916666666666667
120,game_2023_120,ANC,ALB,3,2,3.27,1.48,28,13,5,6,0,0,1,0,0.52,0.469224306597343,0.39200440805192,0.736454473708852,0.519355407497304,0.481491009656465,0.633844957065494,0.7266495916312,0.464060606079411,0.724137931034483,0.551724137931035,0.400871459694989,0.357298474945534,0.92717086834734,0.36638655462185,0.167582417582417,0.512820512820513,0.384319798628673,0.395080968334526,0.088235294117647,0.794117647058824,0.207142857142857,0.728571428571429,0.895833333333333,0.291666666666667
121,game_2023_121,MAN,SPR,0,0,1.44,1.03,18,11,2,7,0,0,0,0,0.44,0.313397143954351,0.0208471564316035,0.689686592918579,0.0,0.379593703627665,0.950464160499166,0.42837148390396,0.632968549464841,0.379310344827586,0.862068965517241,0.503267973856209,0.0392156862745094,0.415126050420168,0.0106442577030812,0.237179487179488,0.417124542124541,0.18370676960206,0.318344676303503,0.382352941176471,0.735294117647059,0.542857142857143,0.671428571428571,0.479166666666667,0.520833333333333
122,game_2023_122,FAR,BAK,2,2,2.63,1.37,25,0,4,4,0,0,0,0,0.54,0.796547148511553,0.23840648707891,0.55960761757585,0.745151014337419,1.0,0.261356334719516,0.400218581745265,0.749181667147452,1.0,0.275862068965517,0.660130718954248,0.217864923747277,1.0,0.345098039215687,0.0810439560439559,0.399267399267399,0.106827842274156,0.145908953432375,0.176470588235294,0.323529411764706,0.371428571428571,0.864285714285714,1.0,0.458333333333333
123,game_2023_123,OAK,DOV,1,1,0.98,1.48,16,19,7,3,0,0,0,0,0.6,0.209834197560421,0.297557210782622,0.426057792980839,0.550210590676536,0.547658091493348,0.501869450945742,0.597764579041982,1.0,0.551724137931035,0.793103448275862,0.261437908496732,0.13507625272331,0.373109243697479,0.782072829131654,0.0329670329670323,0.0,0.0088485367998727,0.328796683137871,0.294117647058824,0.588235294117647,0.407142857142857,0.0,0.645833333333333,0.583333333333333
124,game_2023_124,AUG,WIC,3,1,2.61,1.03,17,13,4,10,0,0,0,0,0.54,0.389669429205849,0.0665497054933212,0.446569169145241,0.718898632367245,0.719933163806639,0.123380488508384,0.247747526967967,0.122191472985314,0.793103448275862,0.103448275862069,0.928104575163398,0.954248366013071,0.801120448179272,0.220728291316526,0.271978021978022,1.0,0.733429606556675,1.0,0.205882352941176,0.705882352941177,0.0357142857142857,0.75,0.854166666666667,0.0833333333333333
125,game_2023_125,LEX,MOB,2,0,2.61,0.78,21,12,3,7,0,0,0,0,0.6,0.294203728647082,0.283240732138344,0.725373218884525,0.780875366691122,0.329672883333663,0.272733512626436,0.809037778033173,0.0,0.413793103448276,0.0,0.200435729847494,0.607843137254901,0.503641456582633,0.100280112044819,0.649267399267399,0.681318681318681,0.386439854389985,0.599035652355132,0.147058823529412,0.352941176470588,0.95,0.742857142857143,0.666666666666667,0.270833333333333
126,game_2023_126,LRO,MAN,2,1,1.16,0.82,16,14,1,5,0,0,1,0,0.61,0.712425083514106,0.313397143954351,0.737740776520077,0.689686592918579,0.704442482155434,0.379593703627665,0.148860795196459,0.42837148390396,0.689655172413793,0.379310344827586,1.0,0.503267973856209,0.970868347338936,0.415126050420168,0.254120879120879,0.237179487179488,0.195066855804243,0.18370676960206,0.0294117647058823,0.382352941176471,0.557142857142857,0.542857142857143,0.916666666666667,0.479166666666667
127,game_2023_127,BAK,LEX,0,2,1.01,1.08,24,15,3,6,0,0,0,0,0.53,0.23840648707891,0.294203728647082,0.745151014337419,0.725373218884525,0.261356334719516,0.329672883333663,0.749181667147452,0.809037778033173,0.275862068965517,0.413793103448276,0.217864923747277,0.200435729847494,0.345098039215687,0.503641456582633,0.399267399267399,0.649267399267399,0.145908953432375,0.386439854389985,0.323529411764706,0.147058823529412,0.864285714285714,0.95,0.458333333333333,0.666666666666667
128,game_2023_128,LAR,CHM,3,3,3.65,0.93,29,7,9,3,0,0,0,0,0.64,0.405192109985864,0.0,0.518452627777258,0.806760390053371,0.64865755137818,0.0,0.305302378740333,0.384932177530867,0.517241379310345,0.0344827586206896,0.577342047930282,0.67755991285403,0.456022408963586,0.2593837535014,0.0068681318681318,0.496336996336996,0.0,0.446709634694757,0.382352941176471,0.0294117647058823,0.371428571428571,0.642857142857143,0.5625,0.520833333333333
129,game_2023_129,WIC,ANC,0,4,0.71,1.49,10,14,5,6,0,0,0,0,0.59,0.0665497054933212,0.469224306597343,0.718898632367245,0.736454473708852,0.123380488508384,0.481491009656465,0.122191472985314,0.7266495916312,0.103448275862069,0.724137931034483,0.954248366013071,0.400871459694989,0.220728291316526,0.92717086834734,1.0,0.167582417582417,1.0,0.384319798628673,0.705882352941177,0.088235294117647,0.75,0.207142857142857,0.0833333333333333,0.895833333333333
130,game_2023_130,SJU,TUC,5,4,3.29,1.15,17,12,6,5,0,0,0,0,0.46,0.249700841341583,0.330244762022986,0.905336841357923,0.585087427873677,0.148691448574762,0.498261064597546,0.380988633170811,0.358889114595143,0.0,0.344827586206897,0.285403050108932,0.440087145969498,0.174229691876751,0.290196078431373,0.643315018315019,0.566849816849817,0.908708681025879,0.559226708083404,0.735294117647059,1.0,0.378571428571429,0.621428571428571,0.0,0.0208333333333333
131,game_2023_131,DES,PRO,2,0,1.8,0.98,17,11,12,4,0,0,0,0,0.53,0.279935230979336,0.142585531070856,0.29816381400806,0.131423538405976,0.796126484273434,0.883786867224716,0.0705744767440761,0.458309759699621,0.586206896551724,0.896551724137931,0.758169934640522,0.335511982570806,0.150140056022409,0.332773109243698,0.183150183150183,0.440934065934066,0.253880983182406,0.218873791712534,0.352941176470588,0.205882352941176,0.371428571428571,0.835714285714286,0.625,0.916666666666667
132,game_2023_132,JAC,TOL,3,1,0.53,0.63,6,9,4,2,0,0,1,0,0.59,0.523648959926068,0.124204228897042,0.714363072881088,0.373346352947471,0.553497616834444,0.514045213920212,0.251752609759691,0.45560323715552,0.655172413793103,0.517241379310345,0.882352941176469,0.553376906318083,0.761344537815127,0.309803921568627,0.150641025641026,0.443223443223443,0.232189840519893,0.288363210743547,0.0,0.352941176470588,0.342857142857143,0.75,0.916666666666667,0.583333333333333
133,game_2023_133,FAR,DOV,2,2,2.04,1.83,21,11,10,5,0,0,0,0,0.66,0.796547148511553,0.297557210782622,0.55960761757585,0.550210590676536,1.0,0.501869450945742,0.400218581745265,1.0,1.0,0.793103448275862,0.660130718954248,0.13507625272331,1.0,0.782072829131654,0.0810439560439559,0.0,0.106827842274156,0.328796683137871,0.176470588235294,0.588235294117647,0.371428571428571,0.0,1.0,0.583333333333333
134,game_2023_134,SPR,ALB,7,2,0.92,1.28,11,14,7,3,0,0,1,0,0.5,0.0208471564316035,0.39200440805192,0.0,0.519355407497304,0.950464160499166,0.633844957065494,0.632968549464841,0.464060606079411,0.862068965517241,0.551724137931035,0.0392156862745094,0.357298474945534,0.0106442577030812,0.36638655462185,0.417124542124541,0.512820512820513,0.318344676303503,0.395080968334526,0.735294117647059,0.794117647058824,0.671428571428571,0.728571428571429,0.520833333333333,0.291666666666667
135,game_2023_135,SAS,REN,4,1,1.05,1.21,18,13,5,9,0,0,0,0,0.57,0.121748313236144,0.224962223665508,0.436144021577213,0.60617608110139,0.439138528678609,0.372213484856172,0.546453040500561,0.341062682414029,0.551724137931035,0.413793103448276,0.494553376906319,0.734204793028321,0.473949579831933,0.487394957983194,0.133699633699634,0.198717948717948,0.0427675398948521,0.137048030571805,0.235294117647059,0.205882352941176,0.542857142857143,0.535714285714286,0.6875,0.625
136,game_2023_136,AUG,TAC,2,1,2.51,1.46,19,12,6,4,0,0,0,0,0.53,0.389669429205849,0.0531921335542789,0.446569169145241,0.358690191147554,0.719933163806639,0.449783007144655,0.247747526967967,0.345131313424925,0.793103448275862,0.379310344827586,0.928104575163398,0.516339869281046,0.801120448179272,0.0577030812324929,0.271978021978022,0.724816849816851,0.733429606556675,0.489138676077906,0.205882352941176,0.852941176470588,0.0357142857142857,0.935714285714286,0.854166666666667,0.145833333333333
137,game_2023_137,FOR,SFS,1,3,1.11,1.16,9,12,6,1,0,0,0,0,0.55,1.0,0.497373005375335,1.0,0.517567523755997,0.691560655382254,0.745935433683392,0.060199644137893,0.0096411649249535,0.517241379310345,0.689655172413793,0.910675381263615,0.965141612200435,0.824089635854342,0.743417366946779,0.72985347985348,0.305860805860806,0.443854489062318,0.289391349271685,0.676470588235294,0.441176470588235,1.0,0.528571428571429,0.354166666666667,0.625
138,game_2023_138,OAK,BOI,2,3,0.72,1.39,4,18,5,4,0,0,0,0,0.54,0.209834197560421,0.383718314944547,0.426057792980839,0.831697135513398,0.547658091493348,0.320423927403879,0.597764579041982,0.694304221825842,0.551724137931035,0.448275862068966,0.261437908496732,0.366013071895425,0.373109243697479,0.814005602240896,0.0329670329670323,0.155677655677656,0.0088485367998727,0.050581028680159,0.294117647058824,0.352941176470588,0.407142857142857,0.571428571428571,0.645833333333333,0.541666666666667
139,game_2023_139,EUG,MOB,0,1,1.13,0.69,16,8,7,4,0,0,0,0,0.45,0.0736094343804694,0.283240732138344,0.44220648876546,0.780875366691122,0.379832657733635,0.272733512626436,0.748325755349758,0.0,0.275862068965517,0.0,0.0,0.607843137254901,0.0,0.100280112044819,0.661630036630037,0.681318681318681,0.685182420080427,0.599035652355132,0.441176470588235,0.352941176470588,0.621428571428571,0.742857142857143,0.375,0.270833333333333
140,game_2023_140,BOI,FOR,1,1,1.51,0.36,19,10,5,8,0,0,0,0,0.45,0.383718314944547,1.0,0.831697135513398,1.0,0.320423927403879,0.691560655382254,0.694304221825842,0.060199644137893,0.448275862068966,0.517241379310345,0.366013071895425,0.910675381263615,0.814005602240896,0.824089635854342,0.155677655677656,0.72985347985348,0.050581028680159,0.443854489062318,0.352941176470588,0.676470588235294,0.571428571428571,1.0,0.541666666666667,0.354166666666667
141,game_2023_141,MAN,LEX,1,1,1.28,1.77,16,11,8,5,0,0,0,0,0.61,0.313397143954351,0.294203728647082,0.689686592918579,0.725373218884525,0.379593703627665,0.329672883333663,0.42837148390396,0.809037778033173,0.379310344827586,0.413793103448276,0.503267973856209,0.200435729847494,0.415126050420168,0.503641456582633,0.237179487179488,0.649267399267399,0.18370676960206,0.386439854389985,0.382352941176471,0.147058823529412,0.542857142857143,0.95,0.479166666666667,0.666666666666667
142,game_2023_142,AUG,CHM,1,1,1.91,0.29,15,3,8,6,0,0,0,0,0.53,0.389669429205849,0.0,0.446569169145241,0.806760390053371,0.719933163806639,0.0,0.247747526967967,0.384932177530867,0.793103448275862,0.0344827586206896,0.928104575163398,0.67755991285403,0.801120448179272,0.2593837535014,0.271978021978022,0.496336996336996,0.733429606556675,0.446709634694757,0.205882352941176,0.0294117647058823,0.0357142857142857,0.642857142857143,0.854166666666667,0.520833333333333
143,game_2023_143,SFS,SAS,1,1,1.06,1.23,5,11,3,4,0,0,0,0,0.6,0.497373005375335,0.121748313236144,0.517567523755997,0.436144021577213,0.745935433683392,0.439138528678609,0.0096411649249535,0.546453040500561,0.689655172413793,0.551724137931035,0.965141612200435,0.494553376906319,0.743417366946779,0.473949579831933,0.305860805860806,0.133699633699634,0.289391349271685,0.0427675398948521,0.441176470588235,0.235294117647059,0.528571428571429,0.542857142857143,0.625,0.6875
144,game_2023_144,PRO,SJU,2,0,0.91,0.23,1,6,9,3,1,0,1,0,0.57,0.142585531070856,0.249700841341583,0.131423538405976,0.905336841357923,0.883786867224716,0.148691448574762,0.458309759699621,0.380988633170811,0.896551724137931,0.0,0.335511982570806,0.285403050108932,0.332773109243698,0.174229691876751,0.440934065934066,0.643315018315019,0.218873791712534,0.908708681025879,0.205882352941176,0.735294117647059,0.835714285714286,0.378571428571429,0.916666666666667,0.0
145,game_2023_145,ANC,FAR,1,1,1.18,1.27,9,16,1,6,0,0,1,0,0.39,0.469224306597343,0.796547148511553,0.736454473708852,0.55960761757585,0.481491009656465,1.0,0.7266495916312,0.400218581745265,0.724137931034483,1.0,0.400871459694989,0.660130718954248,0.92717086834734,1.0,0.167582417582417,0.0810439560439559,0.384319798628673,0.106827842274156,0.088235294117647,0.176470588235294,0.207142857142857,0.371428571428571,0.895833333333333,1.0
146,game_2023_146,DES,JAC,0,2,0.21,0.92,8,3,5,7,0,0,0,0,0.55,0.279935230979336,0.523648959926068,0.29816381400806,0.714363072881088,0.796126484273434,0.553497616834444,0.0705744767440761,0.251752609759691,0.586206896551724,0.655172413793103,0.758169934640522,0.882352941176469,0.150140056022409,0.761344537815127,0.183150183150183,0.150641025641026,0.253880983182406,0.232189840519893,0.352941176470588,0.0,0.371428571428571,0.342857142857143,0.625,0.916666666666667
147,game_2023_147,TUC,OAK,0,2,0.65,0.72,9,5,6,0,0,0,0,0,0.38,0.330244762022986,0.209834197560421,0.585087427873677,0.426057792980839,0.498261064597546,0.547658091493348,0.358889114595143,0.597764579041982,0.344827586206897,0.551724137931035,0.440087145969498,0.261437908496732,0.290196078431373,0.373109243697479,0.566849816849817,0.0329670329670323,0.559226708083404,0.0088485367998727,1.0,0.294117647058824,0.621428571428571,0.407142857142857,0.0208333333333333,0.645833333333333
148,game_2023_148,MOB,TOL,1,2,2.18,1.17,20,11,9,3,0,0,0,0,0.48,0.283240732138344,0.124204228897042,0.780875366691122,0.373346352947471,0.272733512626436,0.514045213920212,0.0,0.45560323715552,0.0,0.517241379310345,0.607843137254901,0.553376906318083,0.100280112044819,0.309803921568627,0.681318681318681,0.443223443223443,0.599035652355132,0.288363210743547,0.352941176470588,0.352941176470588,0.742857142857143,0.75,0.270833333333333,0.583333333333333
149,game_2023_149,DOV,SPR,4,4,2.74,1.95,20,14,6,5,0,0,0,0,0.6,0.297557210782622,0.0208471564316035,0.550210590676536,0.0,0.501869450945742,0.950464160499166,1.0,0.632968549464841,0.793103448275862,0.862068965517241,0.13507625272331,0.0392156862745094,0.782072829131654,0.0106442577030812,0.0,0.417124542124541,0.328796683137871,0.318344676303503,0.588235294117647,0.735294117647059,0.0,0.671428571428571,0.583333333333333,0.520833333333333
150,game_2023_150,EUG,WIC,2,1,1.58,0.45,10,9,7,5,0,0,0,1,0.39,0.0736094343804694,0.0665497054933212,0.44220648876546,0.718898632367245,0.379832657733635,0.123380488508384,0.748325755349758,0.122191472985314,0.275862068965517,0.103448275862069,0.0,0.954248366013071,0.0,0.220728291316526,0.661630036630037,1.0,0.685182420080427,1.0,0.441176470588235,0.705882352941177,0.621428571428571,0.75,0.375,0.0833333333333333
151,game_2023_151,ALB,TAC,1,0,1.66,0.56,17,10,5,2,0,0,0,1,0.41,0.39200440805192,0.0531921335542789,0.519355407497304,0.358690191147554,0.633844957065494,0.449783007144655,0.464060606079411,0.345131313424925,0.551724137931035,0.379310344827586,0.357298474945534,0.516339869281046,0.36638655462185,0.0577030812324929,0.512820512820513,0.724816849816851,0.395080968334526,0.489138676077906,0.794117647058824,0.852941176470588,0.728571428571429,0.935714285714286,0.291666666666667,0.145833333333333
152,game_2023_152,REN,BAK,2,4,2.19,0.84,20,11,8,2,0,0,0,0,0.58,0.224962223665508,0.23840648707891,0.60617608110139,0.745151014337419,0.372213484856172,0.261356334719516,0.341062682414029,0.749181667147452,0.413793103448276,0.275862068965517,0.734204793028321,0.217864923747277,0.487394957983194,0.345098039215687,0.198717948717948,0.399267399267399,0.137048030571805,0.145908953432375,0.205882352941176,0.323529411764706,0.535714285714286,0.864285714285714,0.625,0.458333333333333
153,game_2023_153,LRO,LAR,1,2,1.03,1.66,7,12,3,5,0,0,1,0,0.57,0.712425083514106,0.405192109985864,0.737740776520077,0.518452627777258,0.704442482155434,0.64865755137818,0.148860795196459,0.305302378740333,0.689655172413793,0.517241379310345,1.0,0.577342047930282,0.970868347338936,0.456022408963586,0.254120879120879,0.0068681318681318,0.195066855804243,0.0,0.0294117647058823,0.382352941176471,0.557142857142857,0.371428571428571,0.916666666666667,0.5625
154,game_2023_154,FAR,FOR,2,0,2.09,0.14,19,2,3,2,0,0,0,0,0.58,0.796547148511553,1.0,0.55960761757585,1.0,1.0,0.691560655382254,0.400218581745265,0.060199644137893,1.0,0.517241379310345,0.660130718954248,0.910675381263615,1.0,0.824089635854342,0.0810439560439559,0.72985347985348,0.106827842274156,0.443854489062318,0.176470588235294,0.676470588235294,0.371428571428571,1.0,1.0,0.354166666666667
155,game_2023_155,SPR,MAN,2,0,0.22,0.34,9,14,5,6,0,0,0,0,0.44,0.0208471564316035,0.313397143954351,0.0,0.689686592918579,0.950464160499166,0.379593703627665,0.632968549464841,0.42837148390396,0.862068965517241,0.379310344827586,0.0392156862745094,0.503267973856209,0.0106442577030812,0.415126050420168,0.417124542124541,0.237179487179488,0.318344676303503,0.18370676960206,0.735294117647059,0.382352941176471,0.671428571428571,0.542857142857143,0.520833333333333,0.479166666666667
156,game_2023_156,TAC,ANC,4,0,1.34,0.94,13,10,10,7,1,0,1,0,0.4,0.0531921335542789,0.469224306597343,0.358690191147554,0.736454473708852,0.449783007144655,0.481491009656465,0.345131313424925,0.7266495916312,0.379310344827586,0.724137931034483,0.516339869281046,0.400871459694989,0.0577030812324929,0.92717086834734,0.724816849816851,0.167582417582417,0.489138676077906,0.384319798628673,0.852941176470588,0.088235294117647,0.935714285714286,0.207142857142857,0.145833333333333,0.895833333333333
157,game_2023_157,EUG,SAS,0,3,0.59,1.6,15,15,8,4,0,0,0,0,0.43,0.0736094343804694,0.121748313236144,0.44220648876546,0.436144021577213,0.379832657733635,0.439138528678609,0.748325755349758,0.546453040500561,0.275862068965517,0.551724137931035,0.0,0.494553376906319,0.0,0.473949579831933,0.661630036630037,0.133699633699634,0.685182420080427,0.0427675398948521,0.441176470588235,0.235294117647059,0.621428571428571,0.542857142857143,0.375,0.6875
158,game_2023_158,BAK,SFS,0,0,1.02,1.06,9,14,7,5,0,0,0,0,0.43,0.23840648707891,0.497373005375335,0.745151014337419,0.517567523755997,0.261356334719516,0.745935433683392,0.749181667147452,0.0096411649249535,0.275862068965517,0.689655172413793,0.217864923747277,0.965141612200435,0.345098039215687,0.743417366946779,0.399267399267399,0.305860805860806,0.145908953432375,0.289391349271685,0.323529411764706,0.441176470588235,0.864285714285714,0.528571428571429,0.458333333333333,0.625
159,game_2023_159,DOV,PRO,1,0,0.88,0.47,12,5,7,3,0,0,1,0,0.53,0.297557210782622,0.142585531070856,0.550210590676536,0.131423538405976,0.501869450945742,0.883786867224716,1.0,0.458309759699621,0.793103448275862,0.896551724137931,0.13507625272331,0.335511982570806,0.782072829131654,0.332773109243698,0.0,0.440934065934066,0.328796683137871,0.218873791712534,0.588235294117647,0.205882352941176,0.0,0.835714285714286,0.583333333333333,0.916666666666667
160,game_2023_160,OAK,JAC,2,2,1.76,0.96,19,11,1,7,0,0,0,0,0.44,0.209834197560421,0.523648959926068,0.426057792980839,0.714363072881088,0.547658091493348,0.553497616834444,0.597764579041982,0.251752609759691,0.551724137931035,0.655172413793103,0.261437908496732,0.882352941176469,0.373109243697479,0.761344537815127,0.0329670329670323,0.150641025641026,0.0088485367998727,0.232189840519893,0.294117647058824,0.0,0.407142857142857,0.342857142857143,0.645833333333333,0.916666666666667
161,game_2023_161,SJU,AUG,2,3,1.25,0.75,6,8,6,3,0,0,0,0,0.45,0.249700841341583,0.389669429205849,0.905336841357923,0.446569169145241,0.148691448574762,0.719933163806639,0.380988633170811,0.247747526967967,0.0,0.793103448275862,0.285403050108932,0.928104575163398,0.174229691876751,0.801120448179272,0.643315018315019,0.271978021978022,0.908708681025879,0.733429606556675,0.735294117647059,0.205882352941176,0.378571428571429,0.0357142857142857,0.0,0.854166666666667
162,game_2023_162,WIC,ALB,2,2,1.36,2.24,22,23,0,5,0,0,0,0,0.6,0.0665497054933212,0.39200440805192,0.718898632367245,0.519355407497304,0.123380488508384,0.633844957065494,0.122191472985314,0.464060606079411,0.103448275862069,0.551724137931035,0.954248366013071,0.357298474945534,0.220728291316526,0.36638655462185,1.0,0.512820512820513,1.0,0.395080968334526,0.705882352941177,0.794117647058824,0.75,0.728571428571429,0.0833333333333333,0.291666666666667
163,game_2023_163,TUC,REN,2,4,1.33,1.62,8,0,7,0,0,0,0,0,0.46,0.330244762022986,0.224962223665508,0.585087427873677,0.60617608110139,0.498261064597546,0.372213484856172,0.358889114595143,0.341062682414029,0.344827586206897,0.413793103448276,0.440087145969498,0.734204793028321,0.290196078431373,0.487394957983194,0.566849816849817,0.198717948717948,0.559226708083404,0.137048030571805,1.0,0.205882352941176,0.621428571428571,0.535714285714286,0.0208333333333333,0.625
164,game_2023_164,OAK,LRO,1,3,1.68,1.35,23,10,7,6,0,0,0,0,0.45,0.209834197560421,0.712425083514106,0.426057792980839,0.737740776520077,0.547658091493348,0.704442482155434,0.597764579041982,0.148860795196459,0.551724137931035,0.689655172413793,0.261437908496732,1.0,0.373109243697479,0.970868347338936,0.0329670329670323,0.254120879120879,0.0088485367998727,0.195066855804243,0.294117647058824,0.0294117647058823,0.407142857142857,0.557142857142857,0.645833333333333,0.916666666666667
165,game_2023_165,CHM,FAR,2,1,1.59,1.55,16,14,7,0,0,0,0,0,0.64,0.0,0.796547148511553,0.806760390053371,0.55960761757585,0.0,1.0,0.384932177530867,0.400218581745265,0.0344827586206896,1.0,0.67755991285403,0.660130718954248,0.2593837535014,1.0,0.496336996336996,0.0810439560439559,0.446709634694757,0.106827842274156,0.0294117647058823,0.176470588235294,0.642857142857143,0.371428571428571,0.520833333333333,1.0
166,game_2023_166,LEX,LAR,7,0,2.47,0.18,20,10,3,4,0,0,0,0,0.52,0.294203728647082,0.405192109985864,0.725373218884525,0.518452627777258,0.329672883333663,0.64865755137818,0.809037778033173,0.305302378740333,0.413793103448276,0.517241379310345,0.200435729847494,0.577342047930282,0.503641456582633,0.456022408963586,0.649267399267399,0.0068681318681318,0.386439854389985,0.0,0.147058823529412,0.382352941176471,0.95,0.371428571428571,0.666666666666667,0.5625
167,game_2023_167,SJU,MOB,3,1,2.7,0.76,11,7,0,2,0,0,0,1,0.48,0.249700841341583,0.283240732138344,0.905336841357923,0.780875366691122,0.148691448574762,0.272733512626436,0.380988633170811,0.0,0.0,0.0,0.285403050108932,0.607843137254901,0.174229691876751,0.100280112044819,0.643315018315019,0.681318681318681,0.908708681025879,0.599035652355132,0.735294117647059,0.352941176470588,0.378571428571429,0.742857142857143,0.0,0.270833333333333
168,game_2023_168,AUG,MAN,2,2,1.26,1.55,11,12,4,6,0,0,0,1,0.6,0.389669429205849,0.313397143954351,0.446569169145241,0.689686592918579,0.719933163806639,0.379593703627665,0.247747526967967,0.42837148390396,0.793103448275862,0.379310344827586,0.928104575163398,0.503267973856209,0.801120448179272,0.415126050420168,0.271978021978022,0.237179487179488,0.733429606556675,0.18370676960206,0.205882352941176,0.382352941176471,0.0357142857142857,0.542857142857143,0.854166666666667,0.479166666666667
169,game_2023_169,SFS,TUC,4,1,2.38,0.8,19,18,12,7,0,0,0,0,0.73,0.497373005375335,0.330244762022986,0.517567523755997,0.585087427873677,0.745935433683392,0.498261064597546,0.0096411649249535,0.358889114595143,0.689655172413793,0.344827586206897,0.965141612200435,0.440087145969498,0.743417366946779,0.290196078431373,0.305860805860806,0.566849816849817,0.289391349271685,0.559226708083404,0.441176470588235,1.0,0.528571428571429,0.621428571428571,0.625,0.0208333333333333
170,game_2023_170,SAS,BAK,1,0,1.04,0.22,15,10,5,2,0,0,0,0,0.67,0.121748313236144,0.23840648707891,0.436144021577213,0.745151014337419,0.439138528678609,0.261356334719516,0.546453040500561,0.749181667147452,0.551724137931035,0.275862068965517,0.494553376906319,0.217864923747277,0.473949579831933,0.345098039215687,0.133699633699634,0.399267399267399,0.0427675398948521,0.145908953432375,0.235294117647059,0.323529411764706,0.542857142857143,0.864285714285714,0.6875,0.458333333333333
171,game_2023_171,FOR,TOL,1,3,2.07,0.99,16,16,3,5,0,0,0,0,0.71,1.0,0.124204228897042,1.0,0.373346352947471,0.691560655382254,0.514045213920212,0.060199644137893,0.45560323715552,0.517241379310345,0.517241379310345,0.910675381263615,0.553376906318083,0.824089635854342,0.309803921568627,0.72985347985348,0.443223443223443,0.443854489062318,0.288363210743547,0.676470588235294,0.352941176470588,1.0,0.75,0.354166666666667,0.583333333333333
172,game_2023_172,ALB,DOV,2,2,1.55,0.23,19,11,8,2,0,0,0,0,0.65,0.39200440805192,0.297557210782622,0.519355407497304,0.550210590676536,0.633844957065494,0.501869450945742,0.464060606079411,1.0,0.551724137931035,0.793103448275862,0.357298474945534,0.13507625272331,0.36638655462185,0.782072829131654,0.512820512820513,0.0,0.395080968334526,0.328796683137871,0.794117647058824,0.588235294117647,0.728571428571429,0.0,0.291666666666667,0.583333333333333
173,game_2023_173,PRO,SPR,1,2,1.47,0.54,14,5,9,1,0,0,0,0,0.47,0.142585531070856,0.0208471564316035,0.131423538405976,0.0,0.883786867224716,0.950464160499166,0.458309759699621,0.632968549464841,0.896551724137931,0.862068965517241,0.335511982570806,0.0392156862745094,0.332773109243698,0.0106442577030812,0.440934065934066,0.417124542124541,0.218873791712534,0.318344676303503,0.205882352941176,0.735294117647059,0.835714285714286,0.671428571428571,0.916666666666667,0.520833333333333
174,game_2023_174,JAC,BOI,0,2,0.52,1.18,17,10,9,3,0,0,0,0,0.56,0.523648959926068,0.383718314944547,0.714363072881088,0.831697135513398,0.553497616834444,0.320423927403879,0.251752609759691,0.694304221825842,0.655172413793103,0.448275862068966,0.882352941176469,0.366013071895425,0.761344537815127,0.814005602240896,0.150641025641026,0.155677655677656,0.232189840519893,0.050581028680159,0.0,0.352941176470588,0.342857142857143,0.571428571428571,0.916666666666667,0.541666666666667
